SEGMENTATION_VAR_1,SEGMENTATION_VAR_2,SEGMENTATION_VAR_3,SEGMENTATION_VAR_4,SEGMENTATION_VAR_5,ISSUE_DT,MOB,booked_accts,open_accts,mthly_writeoffs,credit_limit,balance,spend,revolve_balance,annual_fee
One,Existing,No Hit,CRI 18-20,University,2028-08-31,2,780,745,0,2943570.171,134221.5013,454691.5181,9588.971966,1201.544046
One,Existing,No Hit,CRI 18-20,University,2028-08-31,3,780,743,0,2934206.562,220032.0422,504583.7656,35447.95411,-41.307828
One,Existing,No Hit,CRI 18-20,University,2028-08-31,4,780,742,0.02310588,2929904.236,254333.8531,497670.0176,55711.93225,-14.0238
One,Existing,No Hit,CRI 18-20,University,2028-08-31,5,780,741,0,2925577.668,279942.6759,501758.8045,70674.21598,-9.634482
One,Existing,No Hit,CRI 18-20,University,2028-08-31,6,780,740,0,2921468.496,303441.2468,516766.8764,82807.05285,-26.54676
One,Existing,No Hit,CRI 18-20,University,2028-08-31,7,780,740,0.0243756,2921927.666,322461.5997,509332.3148,91154.73484,-29.65476
One,Existing,No Hit,CRI 18-20,University,2028-08-31,8,780,739,0,2967870.557,338771.7397,533890.8281,99749.71266,-0.855762
One,Existing,No Hit,CRI 18-20,University,2028-08-31,9,780,737,0.161403,3039848.625,355877.5104,553166.118,107973.9484,6.708174
One,Existing,No Hit,CRI 18-20,University,2028-08-31,10,780,736,0.1156992,3089569.392,376352.188,588468.4284,115912.7857,1.5093888
One,Existing,No Hit,CRI 18-20,University,2028-08-31,11,780,734,0.2298888,3118035.083,389388.9516,594268.1773,121492.1565,4.1666244
One,Existing,No Hit,CRI 18-20,University,2028-08-31,12,780,733,0.1789986,3162104.606,405187.0249,627077.5969,128669.5709,1.6087884
One,Existing,No Hit,CRI 18-20,University,2028-09-31,1,900,861,0,3414204.665,19014.38862,124208.0829,546.7245188,0
One,Existing,No Hit,CRI 18-20,University,2028-09-31,2,900,859,0,3393995.673,154760.0935,524268.4752,11056.27774,1385.404477
One,Existing,No Hit,CRI 18-20,University,2028-09-31,3,900,858,0,3388356.972,254088.1456,582682.195,40934.51498,-47.701368
One,Existing,No Hit,CRI 18-20,University,2028-09-31,4,900,856,0.02665584,3380051.248,293409.4046,574131.4489,64271.44745,-16.1784
One,Existing,No Hit,CRI 18-20,University,2028-09-31,5,900,855,0,3375666.54,323010.7799,578952.4667,81547.17228,-11.11671
One,Existing,No Hit,CRI 18-20,University,2028-09-31,6,900,854,0,3371532.562,350187.601,596376.9087,95563.81505,-30.636396
One,Existing,No Hit,CRI 18-20,University,2028-09-31,7,900,854,0.02813076,3372062.469,372138.1164,587797.0227,105197.4913,-34.223196
One,Existing,No Hit,CRI 18-20,University,2028-09-31,8,900,852,0,3421685.676,390573.1018,615527.7206,115002.3751,-0.986616
One,Existing,No Hit,CRI 18-20,University,2028-09-31,9,900,850,0.18615,3505931.25,410442.1762,637979.9191,124528.9771,7.7367
One,Existing,No Hit,CRI 18-20,University,2028-09-31,10,900,849,0.1334628,3563919.041,434134.5212,678817.5213,133709.178,1.7411292
One,Existing,No Hit,CRI 18-20,University,2028-09-31,11,900,847,0.2652804,3598059.557,449335.7521,685756.3299,140195.9899,4.8080802
One,Existing,No Hit,CRI 18-20,University,2028-09-31,12,900,846,0.2065932,3649577.758,467651.0546,723748.4951,148505.3983,1.8568008
One,Existing,No Hit,CRI 18-20,University,47057,1,850,813,0,3223865.729,17954.35302,117283.5904,516.2451031,0
One,Existing,No Hit,CRI 18-20,University,47057,2,850,812,0,3208293.931,146292.4283,495583.2385,10451.33589,1309.60237
One,Existing,No Hit,CRI 18-20,University,47057,3,850,810,0,3198798.54,239873.4242,550084.5897,38644.47218,-45.03276
One,Existing,No Hit,CRI 18-20,University,47057,4,850,809,0.02519226,3194464.322,277299.3088,542607.8764,60742.52452,-15.2901
One,Existing,No Hit,CRI 18-20,University,47057,5,850,808,0,3190103.584,305254.6317,547127.0094,77064.46223,-10.505616
One,Existing,No Hit,CRI 18-20,University,47057,6,850,807,0,3185979.833,330914.9813,563555.2287,90304.44818,-28.950318
One,Existing,No Hit,CRI 18-20,University,47057,7,850,806,0.02654964,3182532.025,351221.6883,554759.251,99284.75173,-32.299644
One,Existing,No Hit,CRI 18-20,University,47057,8,850,805,0,3232930.715,369027.4026,581572.5529,108658.3474,-0.93219
One,Existing,No Hit,CRI 18-20,University,47057,9,850,803,0.175857,3312073.875,387747.1382,602703.3824,117643.2572,7.308906
One,Existing,No Hit,CRI 18-20,University,47057,10,850,802,0.1260744,3366623.169,410101.1614,641238.695,126307.1387,1.6447416
One,Existing,No Hit,CRI 18-20,University,47057,11,850,800,0.25056,3398403.36,424402.1271,647703.7354,132416.5194,4.54128
One,Existing,No Hit,CRI 18-20,University,47057,12,850,799,0.1951158,3446823.438,441670.4405,683540.2454,140255.0984,1.7536452
One,Existing,No Hit,CRI 18-20,College,2028-07-31,1,450,435,0,1623479.16,12055.30685,68905.48834,404.4000904,0
One,Existing,No Hit,CRI 18-20,College,2028-07-31,2,450,434,0,1613908.509,98121.76395,290849.3922,8178.282219,816.6198684
One,Existing,No Hit,CRI 18-20,College,2028-07-31,3,450,433,0,1609388.256,160914.3629,322886.7376,30244.53035,-28.085246
One,Existing,No Hit,CRI 18-20,College,2028-07-31,4,450,432,0.00896832,1605477.888,185820.5795,318155.3054,47488.08432,-9.5256
One,Existing,No Hit,CRI 18-20,College,2028-07-31,5,450,432,0,1605270.528,204806.835,321202.1115,60323.02693,-6.553008
One,Existing,No Hit,CRI 18-20,College,2028-07-31,6,450,431,0,1601466.355,221783.8726,330489.8073,70610.52915,-18.038643
One,Existing,No Hit,CRI 18-20,College,2028-07-31,7,450,431,0.00946476,1601718.059,235685.7649,325735.155,77728.69388,-20.150543
One,Existing,No Hit,CRI 18-20,College,2028-07-31,8,450,430,0,1625324.32,247366.5599,341109.9032,84975.21225,-0.58093
One,Existing,No Hit,CRI 18-20,College,2028-07-31,9,450,429,0.062634,1665378,259956.1797,353560.0825,92016.42897,4.555551
One,Existing,No Hit,CRI 18-20,College,2028-07-31,10,450,429,0.0449592,1694917.224,275285.7437,376634.8445,98916.19645,1.0264254
One,Existing,No Hit,CRI 18-20,College,2028-07-31,11,450,428,0.0893664,1711196.045,284931.9379,380494.1944,103717.6188,2.8345156
One,Existing,No Hit,CRI 18-20,College,2028-07-31,12,450,427,0.0695156,1733689.003,296202.8466,401109.5818,109737.823,1.0933762
One,Existing,No Hit,CRI 18-20,College,2028-08-31,1,500,483,0,1802621.688,13385.54761,76508.85257,449.0235487,0
One,Existing,No Hit,CRI 18-20,College,2028-08-31,2,500,482,0,1792405.302,108973.9406,323017.0669,9082.792694,906.9372732
One,Existing,No Hit,CRI 18-20,College,2028-08-31,3,500,481,0,1787796.192,178752.4447,358680.1866,33597.27274,-31.198622
One,Existing,No Hit,CRI 18-20,College,2028-08-31,4,500,480,0.0099648,1783864.32,206467.3106,353505.8949,52764.53813,-10.584
One,Existing,No Hit,CRI 18-20,College,2028-08-31,5,500,480,0,1783633.92,227563.15,356891.235,67025.58548,-7.28112
One,Existing,No Hit,CRI 18-20,College,2028-08-31,6,500,479,0,1779819.917,246483.7006,367296.0968,78474.34678,-20.047587
One,Existing,No Hit,CRI 18-20,College,2028-08-31,7,500,479,0.01051884,1780099.653,261933.8315,362011.924,86385.25375,-22.394687
One,Existing,No Hit,CRI 18-20,College,2028-08-31,8,500,478,0,1806755.872,274979.5713,379187.2877,94460.81734,-0.645778
One,Existing,No Hit,CRI 18-20,College,2028-08-31,9,500,477,0.069642,1851714,289042.1858,393119.2525,102311.9735,5.065263
One,Existing,No Hit,CRI 18-20,College,2028-08-31,10,500,476,0.0498848,1880607.456,305445.254,417897.8694,109753.169,1.1388776
One,Existing,No Hit,CRI 18-20,College,2028-08-31,11,500,475,0.09918,1899107.76,316221.1928,422277.4354,115107.1704,3.1457825
One,Existing,No Hit,CRI 18-20,College,2028-08-31,12,500,474,0.0771672,1924516.598,328805.9703,445259.8168,121816.6935,1.2137244
One,Existing,No Hit,CRI 18-20,College,2028-09-31,1,600,580,0,2164638.88,16073.74247,91873.98445,539.2001206,0
One,Existing,No Hit,CRI 18-20,College,2028-09-31,2,600,579,0,2153117.573,130904.3809,388022.5762,10910.65761,1089.453695
One,Existing,No Hit,CRI 18-20,College,2028-09-31,3,600,578,0,2148328.896,214800.235,431012.7814,40372.60633,-37.490236
One,Existing,No Hit,CRI 18-20,College,2028-09-31,4,600,577,0.01197852,2144353.568,248190.9129,424943.5445,63427.37188,-12.72285
One,Existing,No Hit,CRI 18-20,College,2028-09-31,5,600,576,0,2140360.704,273075.7801,428269.4821,80430.70257,-8.737344
One,Existing,No Hit,CRI 18-20,College,2028-09-31,6,600,575,0,2136527.04,295883.3567,440908.6757,94201.98205,-24.065475
One,Existing,No Hit,CRI 18-20,College,2028-09-31,7,600,575,0.012627,2136862.84,314429.9647,434565.462,103698.3735,-26.882975
One,Existing,No Hit,CRI 18-20,College,2028-09-31,8,600,574,0,2169618.976,330205.594,455342.0568,113432.0275,-0.775474
One,Existing,No Hit,CRI 18-20,College,2028-09-31,9,600,573,0.083658,2224386,347214.198,472237.5927,122903.0625,6.084687
One,Existing,No Hit,CRI 18-20,College,2028-09-31,10,600,572,0.0599456,2259889.632,367047.6582,502179.7927,131888.2619,1.3685672
One,Existing,No Hit,CRI 18-20,College,2028-09-31,11,600,571,0.1192248,2282927.434,380131.1601,507621.9275,138370.9354,3.7815617
One,Existing,No Hit,CRI 18-20,College,2028-09-31,12,600,569,0.0926332,2310231.95,394705.901,534499.6535,146231.4316,1.4569814
One,Existing,No Hit,CRI 18-20,College,2028-10-31,1,500,483,0,1802621.688,13385.54761,76508.85257,449.0235487,0
One,Existing,No Hit,CRI 18-20,College,2028-10-31,2,500,482,0,1792405.302,108973.9406,323017.0669,9082.792694,906.9372732
One,Existing,No Hit,CRI 18-20,College,2028-10-31,3,500,481,0,1787796.192,178752.4447,358680.1866,33597.27274,-31.198622
One,Existing,No Hit,CRI 18-20,College,2028-10-31,4,500,480,0.0099648,1783864.32,206467.3106,353505.8949,52764.53813,-10.584
One,Existing,No Hit,CRI 18-20,College,2028-10-31,5,500,480,0,1783633.92,227563.15,356891.235,67025.58548,-7.28112
One,Existing,No Hit,CRI 18-20,College,2028-10-31,6,500,479,0,1779819.917,246483.7006,367296.0968,78474.34678,-20.047587
One,Existing,No Hit,CRI 18-20,College,2028-10-31,7,500,479,0.01051884,1780099.653,261933.8315,362011.924,86385.25375,-22.394687
One,Existing,No Hit,CRI 18-20,College,2028-10-31,8,500,478,0,1806755.872,274979.5713,379187.2877,94460.81734,-0.645778
One,Existing,No Hit,CRI 18-20,College,2028-10-31,9,500,477,0.069642,1851714,289042.1858,393119.2525,102311.9735,5.065263
One,Existing,No Hit,CRI 18-20,College,2028-10-31,10,500,476,0.0498848,1880607.456,305445.254,417897.8694,109753.169,1.1388776
One,Existing,No Hit,CRI 18-20,College,2028-10-31,11,500,475,0.09918,1899107.76,316221.1928,422277.4354,115107.1704,3.1457825
One,Existing,No Hit,CRI 18-20,College,2028-10-31,12,500,474,0.0771672,1924516.598,328805.9703,445259.8168,121816.6935,1.2137244
One,Existing,No Hit,CRI 18-20,Other,46965,1,220,175,0,612303.5625,3978.381167,29700.64152,152.5215858,0
One,Existing,No Hit,CRI 18-20,Other,46965,2,220,175,0,610096.4625,32455.8506,125654.9793,3091.58854,376.32252
One,Existing,No Hit,CRI 18-20,Other,46965,3,220,174,0,606308.22,53043.90535,139019.1991,11394.08548,-12.898272
One,Existing,No Hit,CRI 18-20,Other,46965,4,220,174,0.00722448,606235.14,61395.79694,137299.1645,17931.69851,-4.3848
One,Existing,No Hit,CRI 18-20,Other,46965,5,220,174,0,606156.84,67668.92499,138614.0065,22778.22631,-3.016464
One,Existing,No Hit,CRI 18-20,Other,46965,6,220,174,0,606123.432,73448.21912,142952.9992,26724.69273,-8.322768
One,Existing,No Hit,CRI 18-20,Other,46965,7,220,174,0.00764208,606218.697,78052.11216,140896.3796,29418.7777,-9.297168
One,Existing,No Hit,CRI 18-20,Other,46965,8,220,173,0,613040.205,81639.05453,147039.9001,32050.97032,-0.267112
One,Existing,No Hit,CRI 18-20,Other,46965,9,220,173,0.050516,629611.875,85994.02688,152761.9737,34787.67966,2.099528
One,Existing,No Hit,CRI 18-20,Other,46965,10,220,173,0.0362608,640779.4575,91065.07746,162731.8384,37396.20189,0.4730512
One,Existing,No Hit,CRI 18-20,Other,46965,11,220,172,0.0718272,644697.108,93930.17667,163830.9448,39075.85522,1.3018336
One,Existing,No Hit,CRI 18-20,Other,46965,12,220,172,0.0560032,654701.058,97874.40373,173111.8637,41440.80553,0.5033408
One,Existing,No Hit,CRI 18-20,Other,46996,1,220,175,0,612303.5625,3978.381167,29700.64152,152.5215858,0
One,Existing,No Hit,CRI 18-20,Other,46996,2,220,175,0,610096.4625,32455.8506,125654.9793,3091.58854,376.32252
One,Existing,No Hit,CRI 18-20,Other,46996,3,220,174,0,606308.22,53043.90535,139019.1991,11394.08548,-12.898272
One,Existing,No Hit,CRI 18-20,Other,46996,4,220,174,0.00722448,606235.14,61395.79694,137299.1645,17931.69851,-4.3848
One,Existing,No Hit,CRI 18-20,Other,2028-08-31,5,220,174,0,606156.84,67668.92499,138614.0065,22778.22631,-3.016464
One,Existing,No Hit,CRI 18-20,Other,2028-08-31,6,220,174,0,606123.432,73448.21912,142952.9992,26724.69273,-8.322768
One,Existing,No Hit,CRI 18-20,Other,2028-08-31,7,220,174,0.00764208,606218.697,78052.11216,140896.3796,29418.7777,-9.297168
One,Existing,No Hit,CRI 18-20,Other,2028-08-31,8,220,173,0,613040.205,81639.05453,147039.9001,32050.97032,-0.267112
One,Existing,No Hit,CRI 18-20,Other,2028-08-31,9,220,173,0.050516,629611.875,85994.02688,152761.9737,34787.67966,2.099528
One,Existing,No Hit,CRI 18-20,Other,2028-08-31,10,220,173,0.0362608,640779.4575,91065.07746,162731.8384,37396.20189,0.4730512
One,Existing,No Hit,CRI 18-20,Other,2028-08-31,11,220,172,0.0718272,644697.108,93930.17667,163830.9448,39075.85522,1.3018336
One,Existing,No Hit,CRI 18-20,Other,2028-08-31,12,220,172,0.0560032,654701.058,97874.40373,173111.8637,41440.80553,0.5033408
One,Existing,No Hit,CRI 18-20,Other,2028-09-31,1,220,175,0,612303.5625,3978.381167,29700.64152,152.5215858,0
One,Existing,No Hit,CRI 18-20,Other,2028-09-31,2,220,175,0,610096.4625,32455.8506,125654.9793,3091.58854,376.32252
One,Existing,No Hit,CRI 18-20,Other,2028-09-31,3,220,174,0,606308.22,53043.90535,139019.1991,11394.08548,-12.898272
One,Existing,No Hit,CRI 18-20,Other,2028-09-31,4,220,174,0.00722448,606235.14,61395.79694,137299.1645,17931.69851,-4.3848
One,Existing,No Hit,CRI 18-20,Other,2028-09-31,5,220,174,0,606156.84,67668.92499,138614.0065,22778.22631,-3.016464
One,Existing,No Hit,CRI 18-20,Other,2028-09-31,6,220,174,0,606123.432,73448.21912,142952.9992,26724.69273,-8.322768
One,Existing,No Hit,CRI 18-20,Other,2028-09-31,7,220,174,0.00764208,606218.697,78052.11216,140896.3796,29418.7777,-9.297168
One,Existing,No Hit,CRI 18-20,Other,2028-09-31,8,220,173,0,613040.205,81639.05453,147039.9001,32050.97032,-0.267112
One,Existing,No Hit,CRI 18-20,Other,2028-09-31,9,220,173,0.050516,629611.875,85994.02688,152761.9737,34787.67966,2.099528
One,Existing,No Hit,CRI 18-20,Other,2028-09-31,10,220,173,0.0362608,640779.4575,91065.07746,162731.8384,37396.20189,0.4730512
One,Existing,No Hit,CRI 18-20,Other,2028-09-31,11,220,172,0.0718272,644697.108,93930.17667,163830.9448,39075.85522,1.3018336
One,Existing,No Hit,CRI 18-20,Other,2028-09-31,12,220,172,0.0560032,654701.058,97874.40373,173111.8637,41440.80553,0.5033408
One,Existing,No Hit,CRI 18-20,Other,2028-10-31,1,220,175,0,612303.5625,3978.381167,29700.64152,152.5215858,0
One,Existing,No Hit,CRI 18-20,Other,2028-10-31,2,220,175,0,610096.4625,32455.8506,125654.9793,3091.58854,376.32252
One,Existing,No Hit,CRI 18-20,Other,2028-10-31,3,220,174,0,606308.22,53043.90535,139019.1991,11394.08548,-12.898272
One,Existing,No Hit,CRI 18-20,Other,2028-10-31,4,220,174,0.00722448,606235.14,61395.79694,137299.1645,17931.69851,-4.3848
One,Existing,No Hit,CRI 18-20,Other,2028-10-31,5,220,174,0,606156.84,67668.92499,138614.0065,22778.22631,-3.016464
One,Existing,No Hit,CRI 18-20,Other,2028-10-31,6,220,174,0,606123.432,73448.21912,142952.9992,26724.69273,-8.322768
One,Existing,No Hit,CRI 18-20,Other,2028-10-31,7,220,174,0.00764208,606218.697,78052.11216,140896.3796,29418.7777,-9.297168
One,Existing,No Hit,CRI 18-20,Other,2028-10-31,8,220,173,0,613040.205,81639.05453,147039.9001,32050.97032,-0.267112
One,Existing,No Hit,CRI 18-20,Other,2028-10-31,9,220,173,0.050516,629611.875,85994.02688,152761.9737,34787.67966,2.099528
One,Existing,No Hit,CRI 18-20,Other,2028-10-31,10,220,173,0.0362608,640779.4575,91065.07746,162731.8384,37396.20189,0.4730512
One,Existing,No Hit,CRI 18-20,Other,2028-10-31,11,220,172,0.0718272,644697.108,93930.17667,163830.9448,39075.85522,1.3018336
One,Existing,No Hit,CRI 18-20,Other,2028-10-31,12,220,172,0.0560032,654701.058,97874.40373,173111.8637,41440.80553,0.5033408
One,Existing,No Hit,CRI 16-17,University,2028-07-31,1,450,437,0,1579976.45,10999.00605,71849.03406,395.3207761,0
One,Existing,No Hit,CRI 16-17,University,2028-07-31,2,450,436,0,1570678.817,89525.15852,303277.268,7994.753325,878.981886
One,Existing,No Hit,CRI 16-17,University,2028-07-31,3,450,435,0,1566296.235,146817.9523,336687.1229,29566.12583,-30.230325
One,Existing,No Hit,CRI 16-17,University,2028-07-31,4,450,435,0.016932375,1566107.445,169934.7951,332521.4141,46530.35605,-10.276875
One,Existing,No Hit,CRI 16-17,University,2028-07-31,5,450,434,0,1562305.388,186867.3475,334934.0595,58970.56974,-7.053585
One,Existing,No Hit,CRI 16-17,University,2028-07-31,6,450,434,0,1562219.282,202826.835,345418.4,69187.58006,-19.461645
One,Existing,No Hit,CRI 16-17,University,2028-07-31,7,450,433,0.017828775,1558864.669,215043.8222,339664.5301,75986.80978,-21.6900525
One,Existing,No Hit,CRI 16-17,University,2028-07-31,8,450,433,0,1585518.049,226226.4717,356523.9486,83264.12339,-0.6267675
One,Existing,No Hit,CRI 16-17,University,2028-07-31,9,450,432,0.11826,1624617,237744.0149,369542.6936,90165.01199,4.91508
One,Existing,No Hit,CRI 16-17,University,2028-07-31,10,450,431,0.0846915,1649605.844,251180.9455,392749.2942,96701.58705,1.1048685
One,Existing,No Hit,CRI 16-17,University,2028-07-31,11,450,430,0.168345,1665467.529,259985.3104,396778.0695,101396.6109,3.0511725
One,Existing,No Hit,CRI 16-17,University,2028-07-31,12,450,429,0.13095225,1687377.785,270272.3619,418280.2825,107283.2627,1.1769615
One,Existing,No Hit,CRI 16-17,University,2028-08-31,1,680,661,0,2389849.962,16636.94051,108677.8295,597.9565973,0
One,Existing,No Hit,CRI 16-17,University,2028-08-31,2,680,659,0,2374030.597,135314.4024,458393.8523,12083.81294,1328.552897
One,Existing,No Hit,CRI 16-17,University,2028-08-31,3,680,658,0,2369248.098,222083.2474,509287.648,44723.01332,-45.72771
One,Existing,No Hit,CRI 16-17,University,2028-08-31,4,680,657,0.025573725,2365362.279,256660.1388,502221.9978,70276.88259,-15.521625
One,Existing,No Hit,CRI 16-17,University,46996,5,680,656,0,2361456.992,282453.8708,506259.7765,89135.23905,-10.66164
One,Existing,No Hit,CRI 16-17,University,46996,6,680,656,0,2361326.842,306576.9672,522107.0746,104578.462,-29.41668
One,Existing,No Hit,CRI 16-17,University,46996,7,680,655,0.026969625,2358097.824,325297.2368,513811.2406,114945.4051,-32.8105875
One,Existing,No Hit,CRI 16-17,University,46996,8,680,654,0,2394754.743,341690.791,538491.1371,125761.5166,-0.946665
One,Existing,No Hit,CRI 16-17,University,46996,9,680,652,0.178485,2451968.25,358817.3558,557735.732,136082.3792,7.41813
One,Existing,No Hit,CRI 16-17,University,46996,10,680,651,0.1279215,2491632.029,379393.9571,593224.572,146062.0259,1.6688385
One,Existing,No Hit,CRI 16-17,University,46996,11,680,650,0.254475,2517567.195,393001.0506,599780.8028,153273.9468,4.6122375
One,Existing,No Hit,CRI 16-17,University,46996,12,680,649,0.19810725,2552699.726,408873.5732,632782.9915,162300.3205,1.7805315
One,Existing,No Hit,CRI 16-17,University,2028-09-31,1,800,778,0,2812864.252,19581.75449,127914.2986,703.7976289,0
One,Existing,No Hit,CRI 16-17,University,2028-09-31,2,800,776,0,2795520.096,159338.3555,539777.8898,14229.19399,1564.426476
One,Existing,No Hit,CRI 16-17,University,2028-09-31,3,800,774,0,2786927.094,261234.7014,599070.8808,52607.31354,-53.78913
One,Existing,No Hit,CRI 16-17,University,2028-09-31,4,800,773,0.030089025,2782990.931,301976.0842,590894.3749,82684.97754,-18.262125
One,Existing,No Hit,CRI 16-17,University,2028-09-31,5,800,772,0,2779031.704,332399.9821,595781.3223,104896.9582,-12.54693
One,Existing,No Hit,CRI 16-17,University,2028-09-31,6,800,771,0,2775278.956,360321.405,613634.9917,122911.5765,-34.5735675
One,Existing,No Hit,CRI 16-17,University,2028-09-31,7,800,771,0.031745925,2775715.149,382907.1291,604806.8191,135302.1486,-38.6213175
One,Existing,No Hit,CRI 16-17,University,2028-09-31,8,800,770,0,2819512.465,402296.497,634003.3265,148067.8407,-1.114575
One,Existing,No Hit,CRI 16-17,University,2028-09-31,9,800,768,0.21024,2888208,422656.0264,656964.7886,160293.3547,8.73792
One,Existing,No Hit,CRI 16-17,University,2028-09-31,10,800,766,0.150519,2931782.081,446414.395,698018.4673,171864.0735,1.963641
One,Existing,No Hit,CRI 16-17,University,2028-09-31,11,800,765,0.2994975,2962982.93,462532.0057,705895.8679,180391.645,5.42824875
One,Existing,No Hit,CRI 16-17,University,2028-09-31,12,800,763,0.23290575,3001093.823,480694.2009,743934.3952,190809.1596,2.0932905
One,Existing,No Hit,CRI 16-17,University,2028-10-31,1,750,729,0,2635704.421,18348.45633,119857.9996,659.471043,0
One,Existing,No Hit,CRI 16-17,University,2028-10-31,2,750,727,0,2618998.852,149277.0418,505693.9767,13330.70107,1465.641815
One,Existing,No Hit,CRI 16-17,University,2028-10-31,3,750,726,0,2614094.406,245034.0997,561919.1983,49344.84448,-50.45337
One,Existing,No Hit,CRI 16-17,University,2028-10-31,4,750,725,0.028220625,2610179.075,283224.6585,554202.3568,77550.59342,-17.128125
One,Existing,No Hit,CRI 16-17,University,2028-10-31,5,750,724,0,2606242.168,311732.6257,558737.9241,98374.86749,-11.76681
One,Existing,No Hit,CRI 16-17,University,2028-10-31,6,750,723,0,2602498.943,337888.944,575432.035,115259.494,-32.4211275
One,Existing,No Hit,CRI 16-17,University,2028-10-31,7,750,722,0.02972835,2599307.831,358571.9159,566369.0317,126703.1794,-36.166785
One,Existing,No Hit,CRI 16-17,University,2028-10-31,8,750,721,0,2640088.945,376695.8109,593657.6603,138645.3417,-1.0436475
One,Existing,No Hit,CRI 16-17,University,2028-10-31,9,750,720,0.1971,2707695,396240.0248,615904.4893,150275.02,8.1918
One,Existing,No Hit,CRI 16-17,University,2028-10-31,10,750,718,0.141087,2748067.277,418440.647,654278.4066,161094.5232,1.840593
One,Existing,No Hit,CRI 16-17,University,2028-10-31,11,750,717,0.2807055,2777070.275,433510.3897,661604.3625,169072.9536,5.08765275
One,Existing,No Hit,CRI 16-17,University,2028-10-31,12,750,716,0.218559,2816229.59,451083.9421,698108.8165,179055.5154,1.964346
One,Existing,No Hit,CRI 16-17,College,2028-07-31,1,350,296,0,966623.224,7626.36725,55678.80264,310.6501557,0
One,Existing,No Hit,CRI 16-17,College,2028-07-31,2,350,296,0,963138.9488,62216.32009,235561.2013,6296.829764,676.3053288
One,Existing,No Hit,CRI 16-17,College,2028-07-31,3,350,295,0,959407.26,101921.5269,261226.929,23261.56029,-23.234495
One,Existing,No Hit,CRI 16-17,College,2028-07-31,4,350,295,0.014544975,959291.62,117969.3187,257994.8621,36608.40412,-7.898625
One,Existing,No Hit,CRI 16-17,College,2028-07-31,5,350,294,0,955916.304,129582.1023,259582.6092,46345.18144,-5.415333
One,Existing,No Hit,CRI 16-17,College,2028-07-31,6,350,294,0,955863.6192,140649.1185,267708.2459,54374.76635,-14.941521
One,Existing,No Hit,CRI 16-17,College,2028-07-31,7,350,294,0.01533357,956013.8532,149465.309,263856.812,59856.22285,-16.690821
One,Existing,No Hit,CRI 16-17,College,2028-07-31,8,350,293,0,969052.378,156702.9405,276011.458,65365.60727,-0.4806665
One,Existing,No Hit,CRI 16-17,College,2028-07-31,9,350,292,0.101251,991851,164498.7859,285773.7963,70704.78591,3.765194
One,Existing,No Hit,CRI 16-17,College,2028-07-31,10,350,292,0.0726788,1009443.708,174199.2464,304424.5509,76006.5194,0.8483476
One,Existing,No Hit,CRI 16-17,College,2028-07-31,11,350,291,0.1443069,1018021.712,180105.6527,307206.8342,79608.53557,2.34017835
One,Existing,No Hit,CRI 16-17,College,2028-07-31,12,350,291,0.11251515,1033818.647,187668.4788,324609.906,84426.60621,0.9048063
One,Existing,No Hit,CRI 16-17,College,2028-08-31,1,400,339,0,1107044.841,8734.251682,63767.27735,355.7783877,0
One,Existing,No Hit,CRI 16-17,College,2028-08-31,2,400,338,0,1099800.556,71044.31145,268985.4258,7190.298852,772.2675714
